content_metric_id,metric_date,content_id,impressions,play_count,watch_seconds,interaction_count,play_rate,completion_rate
CM00001320,2026-05-08,V00004286,15,7,380,0,0.4667,0.498
CM00001321,2026-01-03,V00000933,12,1,24,0,0.0833,0.2553
CM00001322,2026-06-29,V00012139,7,3,344,0,0.4286,0.8249
CM00001323,2026-08-22,V00003832,5,2,136,1,0.4,0.6667
CM00001324,2026-03-14,V00004711,15,6,82,1,0.4,0.4141
CM00001325,2026-02-09,V00003573,6,3,13,0,0.5,0.4815
CM00001326,2026-08-19,V00013553,11,7,87,2,0.6364,0.5404
CM00001327,2026-01-14,V00010852,12,3,348,0,0.25,0.6784
CM00001328,2026-05-13,V00014354,9,2,21,0,0.2222,0.1842
CM00001329,2026-03-31,V00010389,6,2,326,0,0.3333,1.0
CM00001330,2026-01-14,V00000296,10,1,45,0,0.1,1.0
CM00001331,2026-08-10,V00007740,12,5,354,0,0.4167,0.701
CM00001332,2026-08-21,V00007844,8,3,249,0,0.375,0.4716
CM00001333,2026-08-27,V00008590,7,2,327,0,0.2857,0.997
CM00001334,2026-04-05,V00009840,5,0,0,0,0.0,0.0
CM00001335,2026-02-13,V00013929,12,3,168,1,0.25,0.3373
CM00001336,2026-03-07,V00014113,6,1,13,0,0.1667,0.1884
CM00001337,2026-05-27,V00010447,6,2,94,1,0.3333,0.8545
CM00001338,2026-04-25,V00013283,11,7,354,1,0.6364,0.8429
CM00001339,2026-08-25,V00014735,6,3,281,0,0.5,0.8363
CM00001340,2026-07-30,V00012276,11,2,40,0,0.1818,0.2985
CM00001341,2026-06-14,V00009546,7,0,0,0,0.0,0.0
CM00001342,2026-07-16,V00009268,10,3,388,1,0.3,0.7519
CM00001343,2026-08-11,V00004979,7,1,55,0,0.1429,0.514
CM00001344,2026-05-21,V00000741,12,4,28,0,0.3333,0.7
CM00001345,2026-02-26,V00012429,13,3,216,1,0.2308,0.5217
CM00001346,2026-08-01,V00005856,11,3,379,0,0.2727,0.7345
CM00001347,2026-07-28,V00010519,8,4,99,0,0.5,0.7984
CM00001348,2026-02-09,V00014207,8,1,60,0,0.125,0.8451
CM00001349,2026-08-27,V00008799,8,0,0,0,0.0,0.0
CM00001350,2026-04-12,V00005585,8,3,72,0,0.375,0.32
CM00001351,2026-07-18,V00007738,10,4,275,2,0.4,0.6366
CM00001352,2026-05-08,V00005405,7,3,222,0,0.4286,0.454
CM00001353,2026-08-06,V00003177,10,4,247,0,0.4,0.4062
CM00001354,2026-07-21,V00001762,15,6,268,0,0.4,0.2724
CM00001355,2026-07-22,V00006780,10,3,330,2,0.3,0.7692
CM00001356,2026-08-06,V00004706,10,2,71,0,0.2,0.3859
CM00001357,2026-08-26,V00008976,11,2,266,0,0.1818,1.0
CM00001358,2026-01-06,V00001337,11,6,320,0,0.5455,0.7306
CM00001359,2026-04-23,V00009974,7,4,96,2,0.5714,0.7273
CM00001360,2026-08-26,V00012412,12,0,0,0,0.0,0.0
CM00001361,2026-02-15,V00008118,14,7,683,1,0.5,0.9205
CM00001362,2026-08-07,V00004693,8,1,10,0,0.125,0.1042
CM00001363,2026-03-23,V00004018,11,2,13,0,0.1818,0.5
CM00001364,2026-03-09,V00006602,15,1,49,0,0.0667,0.7101
CM00001365,2026-07-20,V00005985,8,2,31,0,0.25,0.125
CM00001366,2026-08-15,V00008457,11,5,245,0,0.4545,0.7313
CM00001367,2026-01-31,V00002805,10,2,27,0,0.2,0.1406
CM00001368,2026-01-04,V00010918,5,3,160,0,0.6,0.7407
CM00001369,2026-01-06,V00009912,12,4,465,1,0.3333,0.6458
CM00001370,2026-02-09,V00000730,7,3,253,0,0.4286,0.6589
CM00001371,2026-03-22,V00003021,5,2,83,0,0.4,0.312
CM00001372,2026-01-19,V00010074,5,1,34,0,0.2,0.2125
CM00001373,2026-02-07,V00001823,9,4,412,3,0.4444,0.7518
CM00001374,2026-08-27,V00002615,8,3,47,2,0.375,0.6528
CM00001375,2026-01-21,V00006632,16,5,540,0,0.3125,0.931
CM00001376,2026-02-08,V00005600,6,2,20,0,0.3333,0.2778
CM00001377,2026-04-24,V00003886,10,3,77,2,0.3,0.5461
CM00001378,2026-01-25,V00006189,10,2,45,0,0.2,0.75
CM00001379,2026-02-04,V00011727,16,4,208,0,0.25,0.5909
CM00001380,2026-01-18,V00003916,9,3,235,0,0.3333,0.6474
CM00001381,2026-08-05,V00007682,7,4,50,1,0.5714,0.4032
CM00001382,2026-03-03,V00001535,7,3,167,0,0.4286,0.7325
CM00001383,2026-05-14,V00012299,9,3,258,1,0.3333,0.5212
CM00001384,2026-04-27,V00007593,12,7,584,1,0.5833,0.6134
CM00001385,2026-05-25,V00001563,8,2,112,1,0.25,0.8116
CM00001386,2026-07-29,V00014560,12,4,27,0,0.3333,0.45
CM00001387,2026-04-26,V00008615,10,4,156,1,0.4,0.39
CM00001388,2026-04-02,V00013536,11,1,6,1,0.0909,0.5
CM00001389,2026-07-07,V00005879,11,0,0,0,0.0,0.0
CM00001390,2026-05-05,V00012614,7,1,37,0,0.1429,0.3162
CM00001391,2026-06-05,V00013705,8,5,502,0,0.625,0.6048
CM00001392,2026-07-17,V00011929,11,4,178,0,0.3636,0.2543
CM00001393,2026-06-29,V00014834,8,4,280,0,0.5,0.5512
CM00001394,2026-08-15,V00008217,6,3,229,0,0.5,0.6058
CM00001395,2026-05-11,V00000066,6,2,17,1,0.3333,0.7727
CM00001396,2026-04-23,V00008251,10,6,133,2,0.6,0.7644
CM00001397,2026-08-02,V00005986,10,3,14,0,0.3,0.3889
CM00001398,2026-06-12,V00006647,12,3,269,2,0.25,0.6142
CM00001399,2026-01-06,V00014125,12,4,208,0,0.3333,0.416
CM00001400,2026-08-23,V00005875,6,0,0,0,0.0,0.0
CM00001401,2026-06-29,V00007449,5,3,30,0,0.6,0.3226
CM00001402,2026-03-16,V00013640,4,1,10,0,0.25,0.1471
CM00001403,2026-05-08,V00013173,3,0,0,0,0.0,0.0
CM00001404,2026-01-18,V00002217,7,1,21,0,0.1429,1.0
CM00001405,2026-02-12,V00001937,8,5,80,1,0.625,0.4103
CM00001406,2026-08-07,V00012205,14,5,751,1,0.3571,0.8486
CM00001407,2026-05-15,V00005476,2,1,24,0,0.5,0.4444
CM00001408,2026-07-20,V00005284,10,5,88,0,0.5,0.8
CM00001409,2026-01-26,V00013409,7,3,201,0,0.4286,0.5776
CM00001410,2026-07-30,V00005318,12,4,159,0,0.3333,0.5846
CM00001411,2026-05-14,V00012262,8,3,79,0,0.375,0.4969
CM00001412,2026-08-11,V00011844,12,7,308,0,0.5833,0.7333
CM00001413,2026-05-05,V00011994,4,1,88,0,0.25,0.6667
CM00001414,2026-07-28,V00008252,11,3,65,1,0.2727,0.1389
CM00001415,2026-06-06,V00012627,11,7,418,0,0.6364,0.3981
CM00001416,2026-01-18,V00008834,8,4,232,1,0.5,0.6237
CM00001417,2026-07-26,V00003080,9,5,681,1,0.5556,0.8902
CM00001418,2026-02-08,V00007591,11,4,132,0,0.3636,0.2292
CM00001419,2026-05-08,V00003234,7,2,40,1,0.2857,0.7143
CM00001420,2026-07-15,V00013974,5,3,356,0,0.6,0.8357
CM00001421,2026-06-05,V00009662,6,2,45,0,0.3333,0.7258
CM00001422,2026-06-12,V00007326,12,5,425,1,0.4167,0.4885
CM00001423,2026-01-11,V00003066,15,7,688,1,0.4667,0.7174
CM00001424,2026-02-07,V00001102,15,6,394,3,0.4,0.5339
CM00001425,2026-04-16,V00008003,18,6,158,0,0.3333,0.3292
CM00001426,2026-07-14,V00012661,3,1,15,0,0.3333,0.4839
CM00001427,2026-06-16,V00008205,6,0,0,0,0.0,0.0
CM00001428,2026-06-22,V00013168,5,2,72,0,0.4,0.3158
CM00001429,2026-05-27,V00003601,10,3,189,0,0.3,0.5294
CM00001430,2026-07-15,V00004398,11,7,120,1,0.6364,0.3008
CM00001431,2026-03-23,V00011032,10,2,24,0,0.2,0.1091
CM00001432,2026-08-08,V00000520,6,1,11,0,0.1667,0.071
CM00001433,2026-04-16,V00000362,11,3,18,0,0.2727,0.0674
CM00001434,2026-08-12,V00001833,9,2,243,1,0.2222,0.8154
CM00001435,2026-07-24,V00009668,8,2,27,0,0.25,0.1406
CM00001436,2026-07-31,V00004365,4,2,237,0,0.5,0.7596
CM00001437,2026-08-16,V00000655,7,5,271,1,0.7143,0.5891
CM00001438,2026-03-19,V00006559,8,1,92,0,0.125,0.5227
CM00001439,2026-08-21,V00003486,5,0,0,0,0.0,0.0
CM00001440,2026-02-21,V00001627,7,4,116,1,0.5714,0.725
CM00001441,2026-06-05,V00006924,13,11,431,0,0.8462,0.7393
CM00001442,2026-07-30,V00011191,8,5,102,1,0.625,0.5231
CM00001443,2026-05-04,V00007062,17,4,348,1,0.2353,0.486
CM00001444,2026-01-18,V00000541,9,4,306,1,0.4444,0.627
CM00001445,2026-05-26,V00010488,2,1,83,0,0.5,0.5764
CM00001446,2026-01-25,V00000330,10,3,58,1,0.3,0.3452
CM00001447,2026-02-03,V00003733,9,7,648,1,0.7778,0.696
CM00001448,2026-05-07,V00011362,12,5,105,1,0.4167,0.3889
CM00001449,2026-06-10,V00008608,12,8,438,1,0.6667,0.3626
CM00001450,2026-06-16,V00014148,9,5,385,1,0.5556,0.7857
CM00001451,2026-02-24,V00012400,13,5,174,1,0.3846,0.6566
CM00001452,2026-04-02,V00013321,10,4,122,0,0.4,0.2194
CM00001453,2026-05-01,V00000685,9,1,91,0,0.1111,0.8125
CM00001454,2026-07-15,V00009794,7,2,12,0,0.2857,0.6667
CM00001455,2026-08-19,V00004709,9,3,356,0,0.3333,0.7964
CM00001456,2026-07-26,V00013970,6,1,72,0,0.1667,0.4472
CM00001457,2026-03-10,V00007723,9,2,97,0,0.2222,0.3489
CM00001458,2026-01-31,V00001474,7,4,315,0,0.5714,0.5507
CM00001459,2026-04-13,V00013151,8,2,173,0,0.25,0.709
CM00001460,2026-01-04,V00005203,6,0,0,0,0.0,0.0
CM00001461,2026-08-21,V00014106,8,3,213,1,0.375,0.7717
CM00001462,2026-02-06,V00013205,8,3,106,0,0.375,0.4157
CM00001463,2026-06-21,V00001092,11,1,97,0,0.0909,0.6783
CM00001464,2026-02-26,V00002750,10,3,143,0,0.3,0.4455
CM00001465,2026-01-11,V00004116,8,5,126,2,0.625,0.4755
CM00001466,2026-07-07,V00000694,10,3,60,0,0.3,0.5128
CM00001467,2026-05-10,V00002252,12,3,206,2,0.25,0.5819
CM00001468,2026-04-12,V00007558,8,2,14,0,0.25,0.4118
CM00001469,2026-08-24,V00013346,9,5,316,1,0.5556,0.6945
CM00001470,2026-08-19,V00004234,10,4,82,2,0.4,0.4556
CM00001471,2026-05-03,V00001501,12,5,194,1,0.4167,0.5791
CM00001472,2026-08-16,V00008806,9,4,378,0,0.4444,0.5943
CM00001473,2026-04-19,V00010278,7,2,85,0,0.2857,0.4885
CM00001474,2026-05-12,V00014843,12,3,254,0,0.25,0.8383
CM00001475,2026-05-17,V00011880,10,3,173,0,0.3,0.6135
CM00001476,2026-07-04,V00003571,12,6,328,1,0.5,0.7923
CM00001477,2026-05-08,V00011365,4,0,0,0,0.0,0.0
CM00001478,2026-08-12,V00010615,9,3,155,0,0.3333,0.4613
CM00001479,2026-03-13,V00004661,8,2,199,0,0.25,0.6461
CM00001480,2026-04-19,V00004391,14,4,53,0,0.2857,0.1636
CM00001481,2026-02-18,V00012790,6,5,245,1,0.8333,0.7656
CM00001482,2026-04-26,V00005720,9,2,109,0,0.2222,0.6566
CM00001483,2026-07-07,V00004729,9,3,15,1,0.3333,0.2941
CM00001484,2026-02-23,V00006961,8,3,234,2,0.375,0.7879
CM00001485,2026-07-24,V00004827,10,7,173,0,0.7,0.2399
CM00001486,2026-01-06,V00008432,8,3,217,0,0.375,0.4493
CM00001487,2026-04-27,V00014206,7,5,677,0,0.7143,0.8462
CM00001488,2026-08-07,V00011381,10,3,289,0,0.3,0.8838
CM00001489,2026-03-09,V00003214,6,2,105,0,0.3333,0.8203
CM00001490,2026-02-27,V00002132,7,3,61,2,0.4286,0.5214
CM00001491,2026-02-15,V00013160,8,2,216,0,0.25,0.6136
CM00001492,2026-05-08,V00001413,8,1,95,0,0.125,0.8636
CM00001493,2026-07-23,V00000949,8,5,21,0,0.625,0.4667
CM00001494,2026-05-06,V00008576,15,10,86,1,0.6667,0.7818
CM00001495,2026-03-31,V00014089,14,6,398,2,0.4286,0.5923
CM00001496,2026-03-18,V00002558,7,1,1,0,0.1429,0.0476
CM00001497,2026-06-11,V00013071,9,2,31,0,0.2222,0.4189
CM00001498,2026-08-08,V00009204,9,1,2,0,0.1111,0.0211
CM00001499,2026-05-10,V00009874,10,5,158,0,0.5,0.5016
CM00001500,2026-03-08,V00002961,11,4,73,1,0.3636,0.5214
CM00001501,2026-01-02,V00006583,7,1,34,1,0.1429,0.4789
CM00001502,2026-08-13,V00010577,12,2,156,1,0.1667,0.5493
CM00001503,2026-06-10,V00014363,7,4,72,3,0.5714,0.5806
CM00001504,2026-05-20,V00001028,8,2,226,0,0.25,0.7958
CM00001505,2026-08-11,V00001451,9,4,256,1,0.4444,0.7033
CM00001506,2026-05-07,V00005389,12,6,610,2,0.5,0.6276
CM00001507,2026-04-06,V00008308,7,3,189,1,0.4286,0.759
CM00001508,2026-04-14,V00010859,8,2,90,0,0.25,0.3103
CM00001509,2026-04-13,V00003344,8,5,73,0,0.625,0.6952
CM00001510,2026-05-22,V00002569,9,4,295,1,0.4444,0.6585
CM00001511,2026-08-02,V00001842,5,1,14,0,0.2,0.4242
CM00001512,2026-04-19,V00011857,6,3,21,0,0.5,0.7
CM00001513,2026-04-03,V00006720,8,3,132,1,0.375,0.557
CM00001514,2026-06-24,V00001945,10,3,195,0,0.3,0.6701
CM00001515,2026-03-08,V00004070,7,2,6,1,0.2857,0.25
CM00001516,2026-02-13,V00012172,7,1,14,0,0.1429,0.1522
CM00001517,2026-07-22,V00007958,7,0,0,0,0.0,0.0
CM00001518,2026-05-13,V00012141,9,3,51,1,0.3333,0.5667
CM00001519,2026-08-09,V00006681,8,6,456,1,0.75,0.6909
CM00001520,2026-02-03,V00007727,7,4,358,2,0.5714,0.7851
CM00001521,2026-08-17,V00000632,8,5,679,1,0.625,0.776
CM00001522,2026-07-28,V00001267,10,5,409,2,0.5,0.6341
CM00001523,2026-08-15,V00014194,5,0,0,0,0.0,0.0
CM00001524,2026-07-30,V00010257,5,2,186,0,0.4,0.7815
CM00001525,2026-08-21,V00003610,9,2,12,0,0.2222,0.2308
CM00001526,2026-07-10,V00011864,6,2,27,0,0.3333,0.1116
CM00001527,2026-01-08,V00009382,8,1,20,1,0.125,0.2667
CM00001528,2026-04-21,V00003872,13,4,407,0,0.3077,0.6875
CM00001529,2026-06-27,V00005782,16,8,347,2,0.5,0.7111
CM00001530,2026-01-17,V00009962,8,2,236,1,0.25,0.8939
CM00001531,2026-08-13,V00002706,14,5,505,0,0.3571,0.6273
CM00001532,2026-08-23,V00013886,6,2,50,0,0.3333,0.4902
CM00001533,2026-01-09,V00000589,10,3,149,0,0.3,0.8011
CM00001534,2026-07-01,V00006007,12,3,52,0,0.25,0.1026
CM00001535,2026-08-02,V00004865,9,4,17,0,0.4444,0.4722
CM00001536,2026-08-07,V00004432,9,4,220,2,0.4444,0.4783
CM00001537,2026-03-15,V00000904,4,3,67,1,0.75,0.5726
CM00001538,2026-08-09,V00009416,19,6,123,1,0.3158,0.4767
CM00001539,2026-05-20,V00001343,11,3,188,2,0.2727,0.5595
CM00001540,2026-08-15,V00012635,12,5,103,0,0.4167,0.8583
CM00001541,2026-03-24,V00012977,8,3,278,0,0.375,0.8742
CM00001542,2026-05-27,V00008296,9,2,117,1,0.2222,0.3611
CM00001543,2026-06-01,V00002438,11,5,125,0,0.4545,0.641
CM00001544,2026-01-14,V00000168,11,3,75,0,0.2727,0.3788
CM00001545,2026-07-17,V00002667,10,6,530,1,0.6,0.6642
CM00001546,2026-07-19,V00008458,10,4,290,0,0.4,0.8333
CM00001547,2026-08-03,V00007146,10,1,27,0,0.1,0.4576
CM00001548,2026-08-09,V00011541,10,3,39,1,0.3,0.325
CM00001549,2026-07-11,V00005926,6,2,39,0,0.3333,0.1726
CM00001550,2026-08-27,V00012064,14,5,566,0,0.3571,0.7916
CM00001551,2026-04-04,V00008305,10,4,231,1,0.4,0.3876
CM00001552,2026-07-16,V00004210,11,2,137,0,0.1818,0.6402
CM00001553,2026-08-15,V00015000,2,1,14,0,0.5,0.56
CM00001554,2026-08-25,V00008745,12,5,410,1,0.4167,0.5857
CM00001555,2026-08-25,V00001638,9,0,0,0,0.0,0.0
CM00001556,2026-02-11,V00012730,6,2,14,1,0.3333,0.14
CM00001557,2026-03-05,V00001548,10,3,20,0,0.3,0.5556
CM00001558,2026-07-11,V00002605,6,2,102,0,0.3333,0.593
CM00001559,2026-07-12,V00001735,6,3,143,1,0.5,0.662
CM00001560,2026-05-10,V00003531,10,6,87,3,0.6,0.8056
CM00001561,2026-06-26,V00001998,11,6,323,1,0.5455,0.4307
CM00001562,2026-07-29,V00002101,9,3,233,0,0.3333,0.7327
CM00001563,2026-03-19,V00011384,13,8,240,0,0.6154,0.411
CM00001564,2026-07-20,V00010011,9,4,269,0,0.4444,0.8302
CM00001565,2026-06-29,V00013227,11,4,414,2,0.3636,0.6088
CM00001566,2026-02-23,V00011531,11,4,322,0,0.3636,0.624
CM00001567,2026-01-04,V00001815,9,3,142,0,0.3333,0.8452
CM00001568,2026-06-03,V00000114,14,5,255,1,0.3571,0.9623
CM00001569,2026-02-11,V00002176,14,3,138,0,0.2143,0.3067
CM00001570,2026-08-11,V00008543,8,4,184,0,0.5,0.7667
CM00001571,2026-05-15,V00009649,10,5,184,1,0.5,0.6571
CM00001572,2026-04-02,V00002442,7,4,86,0,0.5714,0.4574
CM00001573,2026-04-03,V00010616,10,2,69,0,0.2,0.575
CM00001574,2026-08-28,V00003227,12,5,271,2,0.4167,0.7634
CM00001575,2026-08-24,V00013703,13,3,127,0,0.2308,0.7427
CM00001576,2026-06-07,V00008019,3,3,26,0,1.0,0.5417
CM00001577,2026-03-07,V00003534,8,4,389,0,0.5,0.8457
CM00001578,2026-03-01,V00014037,10,3,47,1,0.3,0.4608
CM00001579,2026-08-27,V00000932,10,2,67,0,0.2,0.5154
CM00001580,2026-08-26,V00011196,9,3,142,0,0.3333,0.5992
CM00001581,2026-02-27,V00011851,13,2,172,0,0.1538,0.4859
CM00001582,2026-08-11,V00007551,6,3,147,1,0.5,0.7
CM00001583,2026-05-15,V00009197,11,6,106,1,0.5455,0.803
CM00001584,2026-07-23,V00006777,5,0,0,0,0.0,0.0
CM00001585,2026-01-26,V00003556,11,2,8,0,0.1818,0.4
CM00001586,2026-01-19,V00012842,4,2,138,1,0.5,0.6832
CM00001587,2026-08-22,V00009292,8,3,311,1,0.375,0.7512
CM00001588,2026-06-29,V00008158,12,6,89,1,0.5,0.3904
CM00001589,2026-06-23,V00002871,11,7,829,1,0.6364,0.7791
CM00001590,2026-04-28,V00002168,9,4,175,1,0.4444,0.9943
CM00001591,2026-06-10,V00007151,12,3,17,0,0.25,0.5152
CM00001592,2026-08-23,V00013513,12,4,102,0,0.3333,0.6538
CM00001593,2026-05-17,V00006127,12,4,293,0,0.3333,0.5678
CM00001594,2026-08-06,V00002293,7,2,11,0,0.2857,0.55
CM00001595,2026-08-07,V00011049,11,7,338,1,0.6364,0.7664
CM00001596,2026-03-18,V00011792,12,4,266,2,0.3333,0.8313
CM00001597,2026-05-31,V00007516,11,4,264,0,0.3636,0.6346
CM00001598,2026-07-06,V00011325,9,3,16,2,0.3333,0.6667
CM00001599,2026-05-16,V00004797,8,1,104,0,0.125,0.6667
CM00001600,2026-08-24,V00013636,6,3,106,1,0.5,0.8833
CM00001601,2026-01-30,V00013428,17,4,126,1,0.2353,0.225
CM00001602,2026-02-18,V00001371,9,1,69,0,0.1111,0.4825
CM00001603,2026-07-26,V00004347,8,2,80,0,0.25,0.4255
CM00001604,2026-06-03,V00012248,9,5,575,1,0.5556,0.6928
CM00001605,2026-08-01,V00014944,11,3,8,0,0.2727,0.2222
CM00001606,2026-07-31,V00005274,12,1,41,1,0.0833,0.3534
CM00001607,2026-04-21,V00004129,7,1,7,0,0.1429,0.0972
CM00001608,2026-04-07,V00005580,13,6,220,0,0.4615,0.6322
CM00001609,2026-04-22,V00014721,8,1,15,0,0.125,0.1327
CM00001610,2026-06-30,V00005484,11,4,301,0,0.3636,0.7839
CM00001611,2026-02-04,V00000336,9,0,0,0,0.0,0.0
CM00001612,2026-06-16,V00004572,7,1,76,0,0.1429,0.6179
CM00001613,2026-07-04,V00010610,10,4,380,0,0.4,0.7787
CM00001614,2026-01-16,V00002308,8,2,140,0,0.25,0.4605
CM00001615,2026-07-05,V00012335,10,4,398,1,0.4,0.9045
CM00001616,2026-03-24,V00005178,6,2,45,0,0.3333,0.75
CM00001617,2026-08-24,V00008490,13,6,196,1,0.4615,0.8167
CM00001618,2026-05-26,V00005989,9,2,7,0,0.2222,0.2188
CM00001619,2026-02-18,V00009404,9,2,32,1,0.2222,0.2857
CM00001620,2026-02-08,V00001262,12,5,581,0,0.4167,0.7085
CM00001621,2026-08-23,V00004948,8,3,272,0,0.375,0.5037
CM00001622,2026-08-24,V00012853,7,0,0,0,0.0,0.0
CM00001623,2026-06-08,V00004526,9,4,389,1,0.4444,0.6897
CM00001624,2026-06-20,V00000706,9,0,0,0,0.0,0.0
CM00001625,2026-04-21,V00006264,14,2,62,0,0.1429,0.4493
CM00001626,2026-05-05,V00010232,8,3,120,0,0.375,0.404
CM00001627,2026-05-03,V00010581,10,4,24,1,0.4,0.375
CM00001628,2026-08-26,V00012896,10,5,384,1,0.5,0.5606
CM00001629,2026-05-01,V00003527,5,1,31,0,0.2,0.4079
CM00001630,2026-05-22,V00011153,8,3,63,0,0.375,0.3
CM00001631,2026-06-08,V00011448,10,3,130,1,0.3,0.5221
CM00001632,2026-04-01,V00008170,10,2,25,2,0.2,0.7353
CM00001633,2026-08-20,V00007219,6,3,277,1,0.5,0.8629
CM00001634,2026-07-13,V00013939,6,2,63,1,0.3333,0.3281
CM00001635,2026-07-31,V00000509,12,2,55,1,0.1667,0.625
CM00001636,2026-02-26,V00005933,9,4,455,1,0.4444,0.8887
CM00001637,2026-08-28,V00001289,12,5,283,1,0.4167,0.4131
CM00001638,2026-05-27,V00000979,14,8,873,1,0.5714,0.704
CM00001639,2026-07-06,V00003267,7,4,264,1,0.5714,0.7174
CM00001640,2026-04-03,V00006818,12,6,452,1,0.5,0.6439
CM00001641,2026-01-20,V00013964,12,5,350,1,0.4167,0.8046
CM00001642,2026-07-25,V00006759,18,8,216,1,0.4444,0.7714
CM00001643,2026-01-02,V00004145,13,4,266,1,0.3077,0.4586
CM00001644,2026-01-14,V00002932,12,7,875,0,0.5833,0.7143
CM00001645,2026-07-12,V00007470,16,7,825,0,0.4375,0.6974
CM00001646,2026-08-19,V00003875,3,1,20,0,0.3333,0.5263
CM00001647,2026-02-12,V00010284,7,4,247,0,0.5714,0.5938
CM00001648,2026-03-07,V00011794,9,5,322,1,0.5556,0.7951
CM00001649,2026-04-26,V00004734,5,1,116,0,0.2,1.0
CM00001650,2026-01-16,V00005035,4,3,78,0,0.75,0.5778
CM00001651,2026-06-05,V00013674,3,1,10,0,0.3333,0.2439
CM00001652,2026-06-23,V00013918,10,2,13,0,0.2,0.4062
CM00001653,2026-07-08,V00010747,8,4,87,1,0.5,0.5577
CM00001654,2026-05-28,V00008409,7,2,95,0,0.2857,0.9896
CM00001655,2026-04-16,V00012888,6,1,83,0,0.1667,0.4826
CM00001656,2026-05-03,V00008546,7,1,36,0,0.1429,0.72
CM00001657,2026-03-23,V00009776,11,5,241,0,0.4545,0.6342
CM00001658,2026-06-03,V00009450,8,3,351,1,0.375,0.6802
CM00001659,2026-05-28,V00011398,12,7,256,1,0.5833,0.8505
CM00001660,2026-06-13,V00001718,2,1,46,0,0.5,0.92
CM00001661,2026-07-18,V00007068,10,2,106,1,0.2,0.7794
CM00001662,2026-08-07,V00011927,10,5,138,0,0.5,0.3943
CM00001663,2026-02-23,V00004605,11,4,53,1,0.3636,0.4907
CM00001664,2026-06-30,V00010475,12,5,317,0,0.4167,0.8568
CM00001665,2026-04-08,V00000080,10,2,26,1,0.2,0.325
CM00001666,2026-05-15,V00000472,10,4,483,1,0.4,0.7997
CM00001667,2026-01-17,V00014083,10,7,106,0,0.7,0.797
CM00001668,2026-02-06,V00014284,8,4,48,0,0.5,0.4138
CM00001669,2026-08-02,V00011953,9,4,288,0,0.4444,1.0
CM00001670,2026-06-07,V00002802,6,2,41,2,0.3333,0.2929
CM00001671,2026-05-09,V00013361,5,1,30,1,0.2,0.625
CM00001672,2026-05-21,V00007433,10,2,268,0,0.2,0.8535
CM00001673,2026-01-10,V00013077,11,1,31,0,0.0909,0.2627
CM00001674,2026-01-07,V00007937,7,5,88,1,0.7143,0.5677
CM00001675,2026-08-27,V00000196,7,2,76,0,0.2857,0.3423
CM00001676,2026-07-12,V00014941,7,3,239,0,0.4286,0.4918
CM00001677,2026-08-28,V00013508,12,4,217,0,0.3333,0.3048
CM00001678,2026-07-01,V00000261,10,7,124,2,0.7,0.3163
CM00001679,2026-08-12,V00000263,9,2,92,0,0.2222,0.4742
CM00001680,2026-01-18,V00011463,13,2,34,0,0.1538,0.4595
CM00001681,2026-01-20,V00006199,11,2,81,0,0.1818,0.5786
CM00001682,2026-06-10,V00011500,12,6,483,1,0.5,0.8385
CM00001683,2026-01-01,V00002874,11,3,87,0,0.2727,0.3718
CM00001684,2026-07-18,V00004805,10,1,54,0,0.1,0.4821
CM00001685,2026-03-11,V00011218,7,2,51,0,0.2857,0.3148
CM00001686,2026-08-11,V00006976,10,3,130,0,0.3,0.4333
CM00001687,2026-07-31,V00001208,11,2,68,1,0.1818,0.6296
CM00001688,2026-05-16,V00001115,13,5,553,0,0.3846,0.8443
CM00001689,2026-01-29,V00013753,8,2,47,1,0.25,0.8704
CM00001690,2026-07-19,V00002244,11,1,3,0,0.0909,0.0278
CM00001691,2026-08-19,V00001010,10,1,53,0,0.1,0.4077
CM00001692,2026-07-12,V00001599,11,5,126,1,0.4545,0.56
CM00001693,2026-07-28,V00014485,7,3,200,1,0.4286,0.8032
CM00001694,2026-04-09,V00014629,8,1,6,0,0.125,0.0741
CM00001695,2026-02-21,V00001283,12,5,214,1,0.4167,0.3508
CM00001696,2026-04-13,V00005528,11,5,696,0,0.4545,0.8646
CM00001697,2026-03-25,V00010065,11,9,359,2,0.8182,0.7387
CM00001698,2026-07-31,V00006667,7,3,124,0,0.4286,0.5232
CM00001699,2026-08-02,V00000206,7,3,172,1,0.4286,0.7078
CM00001700,2026-02-11,V00006147,13,2,173,0,0.1538,0.6455
CM00001701,2026-03-08,V00004053,9,4,186,0,0.4444,0.4009
CM00001702,2026-08-10,V00003816,8,3,81,0,0.375,0.45
CM00001703,2026-08-13,V00005345,13,6,138,0,0.4615,0.8214
CM00001704,2026-04-04,V00006004,10,3,143,1,0.3,0.5543
CM00001705,2026-05-17,V00005289,10,6,271,1,0.6,0.5646
CM00001706,2026-07-06,V00004692,14,4,307,0,0.2857,0.4386
CM00001707,2026-08-27,V00000943,7,1,89,0,0.1429,0.6899
CM00001708,2026-08-19,V00001386,5,3,321,0,0.6,0.6221
CM00001709,2026-02-06,V00006792,10,3,197,0,0.3,0.571
CM00001710,2026-01-13,V00001188,7,2,27,1,0.2857,0.54
CM00001711,2026-07-09,V00006493,8,3,45,1,0.375,0.5
CM00001712,2026-04-05,V00002133,10,3,94,0,0.3,0.3443
CM00001713,2026-02-18,V00005460,7,4,151,0,0.5714,0.8389
